date,year,month,national_ev_sales,national_ev_revenue_crores,national_ev_market_share_pct,nexon_ev_sales,tigor_ev_sales,tiago_ev_sales,punch_ev_sales,nexon_ev_revenue_crores,tigor_ev_revenue_crores,tiago_ev_revenue_crores,punch_ev_revenue_crores,state,state_ev_sales,state_ev_revenue_crores,charging_stations_added_state,cumulative_charging_stations_state
2018-06-30,2018,6,4007,600.4300000000001,6.0,158,546,2776,525,25.58,81.83,398.94,94.08,Rajasthan,387,57.99,22,578
2018-06-30,2018,6,4007,600.4300000000001,6.0,158,546,2776,525,25.58,81.83,398.94,94.08,West Bengal,168,25.17,24,683
2018-06-30,2018,6,4007,600.4300000000001,6.0,158,546,2776,525,25.58,81.83,398.94,94.08,Punjab,734,109.99,11,584
2018-06-30,2018,6,4007,600.4300000000001,6.0,158,546,2776,525,25.58,81.83,398.94,94.08,Kerala,235,35.21,7,604
2018-06-30,2018,6,4007,600.4300000000001,6.0,158,546,2776,525,25.58,81.83,398.94,94.08,Uttar Pradesh,1266,189.7,16,649
2018-07-31,2018,7,4121,579.95,4.6,1306,248,265,2300,197.88,34.73,40.96,306.38,Maharashtra,1050,147.77,5,633
2018-07-31,2018,7,4121,579.95,4.6,1306,248,265,2300,197.88,34.73,40.96,306.38,Delhi,244,34.34,10,652
2018-07-31,2018,7,4121,579.95,4.6,1306,248,265,2300,197.88,34.73,40.96,306.38,Karnataka,399,56.15,13,600
2018-07-31,2018,7,4121,579.95,4.6,1306,248,265,2300,197.88,34.73,40.96,306.38,Tamil Nadu,7,0.99,12,618
2018-07-31,2018,7,4121,579.95,4.6,1306,248,265,2300,197.88,34.73,40.96,306.38,Gujarat,49,6.9,15,554
2018-07-31,2018,7,4121,579.95,4.6,1306,248,265,2300,197.88,34.73,40.96,306.38,Rajasthan,327,46.02,23,601
2018-07-31,2018,7,4121,579.95,4.6,1306,248,265,2300,197.88,34.73,40.96,306.38,West Bengal,430,60.51,13,696
2018-07-31,2018,7,4121,579.95,4.6,1306,248,265,2300,197.88,34.73,40.96,306.38,Punjab,602,84.72,21,605
2018-07-31,2018,7,4121,579.95,4.6,1306,248,265,2300,197.88,34.73,40.96,306.38,Kerala,226,31.81,16,620
2018-07-31,2018,7,4121,579.95,4.6,1306,248,265,2300,197.88,34.73,40.96,306.38,Uttar Pradesh,781,109.91,18,667
2018-08-31,2018,8,4071,597.9999999999999,5.76,1304,1642,1111,13,190.81,255.96,149.31,1.92,Maharashtra,28,4.11,15,648
2018-08-31,2018,8,4071,597.9999999999999,5.76,1304,1642,1111,13,190.81,255.96,149.31,1.92,Delhi,67,9.84,7,659
2018-08-31,2018,8,4071,597.9999999999999,5.76,1304,1642,1111,13,190.81,255.96,149.31,1.92,Karnataka,420,61.69,10,610
2018-08-31,2018,8,4071,597.9999999999999,5.76,1304,1642,1111,13,190.81,255.96,149.31,1.92,Tamil Nadu,118,17.33,13,631
2018-08-31,2018,8,4071,597.9999999999999,5.76,1304,1642,1111,13,190.81,255.96,149.31,1.92,Gujarat,696,102.24,10,564
2018-08-31,2018,8,4071,597.9999999999999,5.76,1304,1642,1111,13,190.81,255.96,149.31,1.92,Rajasthan,971,142.63,13,614
2018-08-31,2018,8,4071,597.9999999999999,5.76,1304,1642,1111,13,190.81,255.96,149.31,1.92,West Bengal,1339,196.69,11,707
2018-08-31,2018,8,4071,597.9999999999999,5.76,1304,1642,1111,13,190.81,255.96,149.31,1.92,Punjab,185,27.18,13,618
2018-08-31,2018,8,4071,597.9999999999999,5.76,1304,1642,1111,13,190.81,255.96,149.31,1.92,Kerala,152,22.33,22,642
2018-08-31,2018,8,4071,597.9999999999999,5.76,1304,1642,1111,13,190.81,255.96,149.31,1.92,Uttar Pradesh,91,13.37,16,683
2018-09-30,2018,9,4284,730.7,5.76,1822,467,1899,94,318.38,73.5,324.47,14.35,Maharashtra,658,112.23,23,671
2018-09-30,2018,9,4284,730.7,5.76,1822,467,1899,94,318.38,73.5,324.47,14.35,Delhi,42,7.16,16,675
2018-09-30,2018,9,4284,730.7,5.76,1822,467,1899,94,318.38,73.5,324.47,14.35,Karnataka,31,5.29,22,632
2018-09-30,2018,9,4284,730.7,5.76,1822,467,1899,94,318.38,73.5,324.47,14.35,Tamil Nadu,142,24.22,10,641
2018-09-30,2018,9,4284,730.7,5.76,1822,467,1899,94,318.38,73.5,324.47,14.35,Gujarat,87,14.84,22,586
2018-09-30,2018,9,4284,730.7,5.76,1822,467,1899,94,318.38,73.5,324.47,14.35,Rajasthan,1028,175.34,23,637
2018-09-30,2018,9,4284,730.7,5.76,1822,467,1899,94,318.38,73.5,324.47,14.35,West Bengal,123,20.98,9,716
2018-09-30,2018,9,4284,730.7,5.76,1822,467,1899,94,318.38,73.5,324.47,14.35,Punjab,1864,317.93,13,631
2018-09-30,2018,9,4284,730.7,5.76,1822,467,1899,94,318.38,73.5,324.47,14.35,Kerala,205,34.97,7,649
2018-09-30,2018,9,4284,730.7,5.76,1822,467,1899,94,318.38,73.5,324.47,14.35,Uttar Pradesh,100,17.06,14,697
2018-10-31,2018,10,4232,723.03,6.73,820,344,2777,289,145.99,51.87,478.51,46.66,Maharashtra,681,116.35,8,679
2018-10-31,2018,10,4232,723.03,6.73,820,344,2777,289,145.99,51.87,478.51,46.66,Delhi,747,127.62,10,685
2018-10-31,2018,10,4232,723.03,6.73,820,344,2777,289,145.99,51.87,478.51,46.66,Karnataka,360,61.51,11,643
2018-10-31,2018,10,4232,723.03,6.73,820,344,2777,289,145.99,51.87,478.51,46.66,Tamil Nadu,401,68.51,14,655
2018-10-31,2018,10,4232,723.03,6.73,820,344,2777,289,145.99,51.87,478.51,46.66,Gujarat,369,63.04,23,609
2018-10-31,2018,10,4232,723.03,6.73,820,344,2777,289,145.99,51.87,478.51,46.66,Rajasthan,454,77.57,23,660
2018-10-31,2018,10,4232,723.03,6.73,820,344,2777,289,145.99,51.87,478.51,46.66,West Bengal,15,2.56,16,732
2018-10-31,2018,10,4232,723.03,6.73,820,344,2777,289,145.99,51.87,478.51,46.66,Punjab,257,43.91,7,638
2018-10-31,2018,10,4232,723.03,6.73,820,344,2777,289,145.99,51.87,478.51,46.66,Kerala,477,81.49,17,666
2018-10-31,2018,10,4232,723.03,6.73,820,344,2777,289,145.99,51.87,478.51,46.66,Uttar Pradesh,466,79.62,22,719
2018-11-30,2018,11,4325,662.57,4.89,152,1362,2595,214,21.57,243.21,360.83,36.96,Maharashtra,864,132.36,5,684
2018-11-30,2018,11,4325,662.57,4.89,152,1362,2595,214,21.57,243.21,360.83,36.96,Delhi,249,38.15,12,697
2018-11-30,2018,11,4325,662.57,4.89,152,1362,2595,214,21.57,243.21,360.83,36.96,Karnataka,305,46.72,16,659
2018-11-30,2018,11,4325,662.57,4.89,152,1362,2595,214,21.57,243.21,360.83,36.96,Tamil Nadu,188,28.8,8,663
2018-11-30,2018,11,4325,662.57,4.89,152,1362,2595,214,21.57,243.21,360.83,36.96,Gujarat,379,58.06,17,626
2018-11-30,2018,11,4325,662.57,4.89,152,1362,2595,214,21.57,243.21,360.83,36.96,Rajasthan,75,11.49,19,679
2018-11-30,2018,11,4325,662.57,4.89,152,1362,2595,214,21.57,243.21,360.83,36.96,West Bengal,209,32.02,15,747
2018-11-30,2018,11,4325,662.57,4.89,152,1362,2595,214,21.57,243.21,360.83,36.96,Punjab,1473,225.66,14,652
2018-11-30,2018,11,4325,662.57,4.89,152,1362,2595,214,21.57,243.21,360.83,36.96,Kerala,126,19.3,7,673
2018-11-30,2018,11,4325,662.57,4.89,152,1362,2595,214,21.57,243.21,360.83,36.96,Uttar Pradesh,451,69.09,18,737
2018-12-31,2018,12,4317,689.78,5.77,1739,247,937,1392,308.55,35.23,138.64,207.36,Maharashtra,441,70.46,18,702
2018-12-31,2018,12,4317,689.78,5.77,1739,247,937,1392,308.55,35.23,138.64,207.36,Delhi,209,33.39,6,703
2018-12-31,2018,12,4317,689.78,5.77,1739,247,937,1392,308.55,35.23,138.64,207.36,Karnataka,361,57.68,13,672
2018-12-31,2018,12,4317,689.78,5.77,1739,247,937,1392,308.55,35.23,138.64,207.36,Tamil Nadu,722,115.36,9,672
2018-12-31,2018,12,4317,689.78,5.77,1739,247,937,1392,308.55,35.23,138.64,207.36,Gujarat,580,92.67,24,650
2018-12-31,2018,12,4317,689.78,5.77,1739,247,937,1392,308.55,35.23,138.64,207.36,Rajasthan,280,44.74,5,684
2018-12-31,2018,12,4317,689.78,5.77,1739,247,937,1392,308.55,35.23,138.64,207.36,West Bengal,947,151.31,7,754
2018-12-31,2018,12,4317,689.78,5.77,1739,247,937,1392,308.55,35.23,138.64,207.36,Punjab,387,61.84,10,662
2018-12-31,2018,12,4317,689.78,5.77,1739,247,937,1392,308.55,35.23,138.64,207.36,Kerala,368,58.8,9,682
2018-12-31,2018,12,4317,689.78,5.77,1739,247,937,1392,308.55,35.23,138.64,207.36,Uttar Pradesh,16,2.56,9,746
2019-01-31,2019,1,4301,650.93,5.95,1438,625,807,1429,188.19,91.35,144.17,227.22,Maharashtra,242,36.63,10,712
2019-01-31,2019,1,4301,650.93,5.95,1438,625,807,1429,188.19,91.35,144.17,227.22,Delhi,439,66.44,9,712
2019-01-31,2019,1,4301,650.93,5.95,1438,625,807,1429,188.19,91.35,144.17,227.22,Karnataka,77,11.65,19,691
2019-01-31,2019,1,4301,650.93,5.95,1438,625,807,1429,188.19,91.35,144.17,227.22,Tamil Nadu,82,12.41,19,691
2019-01-31,2019,1,4301,650.93,5.95,1438,625,807,1429,188.19,91.35,144.17,227.22,Gujarat,89,13.47,6,656
2019-01-31,2019,1,4301,650.93,5.95,1438,625,807,1429,188.19,91.35,144.17,227.22,Rajasthan,1624,245.78,5,689
2019-01-31,2019,1,4301,650.93,5.95,1438,625,807,1429,188.19,91.35,144.17,227.22,West Bengal,763,115.48,15,769
2019-01-31,2019,1,4301,650.93,5.95,1438,625,807,1429,188.19,91.35,144.17,227.22,Punjab,102,15.44,14,676
2019-01-31,2019,1,4301,650.93,5.95,1438,625,807,1429,188.19,91.35,144.17,227.22,Kerala,120,18.16,22,704
2019-01-31,2019,1,4301,650.93,5.95,1438,625,807,1429,188.19,91.35,144.17,227.22,Uttar Pradesh,758,114.72,22,768
2019-02-28,2019,2,4472,713.9,5.12,801,29,2533,1108,131.22,4.08,412.74,165.86,Maharashtra,255,40.71,13,725
2019-02-28,2019,2,4472,713.9,5.12,801,29,2533,1108,131.22,4.08,412.74,165.86,Delhi,27,4.31,15,727
2019-02-28,2019,2,4472,713.9,5.12,801,29,2533,1108,131.22,4.08,412.74,165.86,Karnataka,260,41.51,8,699
2019-02-28,2019,2,4472,713.9,5.12,801,29,2533,1108,131.22,4.08,412.74,165.86,Tamil Nadu,1804,287.99,6,697
2019-02-28,2019,2,4472,713.9,5.12,801,29,2533,1108,131.22,4.08,412.74,165.86,Gujarat,11,1.76,10,666
2019-02-28,2019,2,4472,713.9,5.12,801,29,2533,1108,131.22,4.08,412.74,165.86,Rajasthan,916,146.23,18,707
2019-02-28,2019,2,4472,713.9,5.12,801,29,2533,1108,131.22,4.08,412.74,165.86,West Bengal,126,20.11,8,777
2019-02-28,2019,2,4472,713.9,5.12,801,29,2533,1108,131.22,4.08,412.74,165.86,Punjab,496,79.18,10,686
2019-02-28,2019,2,4472,713.9,5.12,801,29,2533,1108,131.22,4.08,412.74,165.86,Kerala,369,58.91,23,727
2019-02-28,2019,2,4472,713.9,5.12,801,29,2533,1108,131.22,4.08,412.74,165.86,Uttar Pradesh,202,32.25,10,778
2019-03-31,2019,3,4602,699.21,5.03,542,2888,669,500,88.05,422.86,108.05,80.25,Maharashtra,500,75.97,12,737
2019-03-31,2019,3,4602,699.21,5.03,542,2888,669,500,88.05,422.86,108.05,80.25,Delhi,571,86.76,20,747
2019-03-31,2019,3,4602,699.21,5.03,542,2888,669,500,88.05,422.86,108.05,80.25,Karnataka,496,75.36,6,705
2019-03-31,2019,3,4602,699.21,5.03,542,2888,669,500,88.05,422.86,108.05,80.25,Tamil Nadu,369,56.06,10,707
2019-03-31,2019,3,4602,699.21,5.03,542,2888,669,500,88.05,422.86,108.05,80.25,Gujarat,9,1.37,16,682
2019-03-31,2019,3,4602,699.21,5.03,542,2888,669,500,88.05,422.86,108.05,80.25,Rajasthan,556,84.48,9,716
2019-03-31,2019,3,4602,699.21,5.03,542,2888,669,500,88.05,422.86,108.05,80.25,West Bengal,116,17.62,6,783
2019-03-31,2019,3,4602,699.21,5.03,542,2888,669,500,88.05,422.86,108.05,80.25,Punjab,647,98.3,20,706
2019-03-31,2019,3,4602,699.21,5.03,542,2888,669,500,88.05,422.86,108.05,80.25,Kerala,896,136.13,9,736
2019-03-31,2019,3,4602,699.21,5.03,542,2888,669,500,88.05,422.86,108.05,80.25,Uttar Pradesh,436,66.24,19,797
2019-04-30,2019,4,4556,664.4,6.66,879,1018,768,1890,115.07,142.31,100.13,306.89,Maharashtra,1060,154.58,19,756
2019-04-30,2019,4,4556,664.4,6.66,879,1018,768,1890,115.07,142.31,100.13,306.89,Delhi,129,18.81,7,754
2019-04-30,2019,4,4556,664.4,6.66,879,1018,768,1890,115.07,142.31,100.13,306.89,Karnataka,1216,177.33,12,717
2019-04-30,2019,4,4556,664.4,6.66,879,1018,768,1890,115.07,142.31,100.13,306.89,Tamil Nadu,28,4.08,20,727
2019-04-30,2019,4,4556,664.4,6.66,879,1018,768,1890,115.07,142.31,100.13,306.89,Gujarat,1266,184.62,14,696
2019-04-30,2019,4,4556,664.4,6.66,879,1018,768,1890,115.07,142.31,100.13,306.89,Rajasthan,201,29.31,8,724
2019-04-30,2019,4,4556,664.4,6.66,879,1018,768,1890,115.07,142.31,100.13,306.89,West Bengal,49,7.15,22,805
2019-04-30,2019,4,4556,664.4,6.66,879,1018,768,1890,115.07,142.31,100.13,306.89,Punjab,309,45.06,6,712
2019-04-30,2019,4,4556,664.4,6.66,879,1018,768,1890,115.07,142.31,100.13,306.89,Kerala,137,19.98,21,757
2019-04-30,2019,4,4556,664.4,6.66,879,1018,768,1890,115.07,142.31,100.13,306.89,Uttar Pradesh,155,22.6,17,814
2019-05-31,2019,5,4583,652.44,6.19,400,2289,401,1491,66.18,309.8,63.5,212.96,Maharashtra,637,90.68,14,770
2019-05-31,2019,5,4583,652.44,6.19,400,2289,401,1491,66.18,309.8,63.5,212.96,Delhi,310,44.13,14,768
2019-05-31,2019,5,4583,652.44,6.19,400,2289,401,1491,66.18,309.8,63.5,212.96,Karnataka,17,2.42,12,729
2019-05-31,2019,5,4583,652.44,6.19,400,2289,401,1491,66.18,309.8,63.5,212.96,Tamil Nadu,389,55.38,20,747
2019-05-31,2019,5,4583,652.44,6.19,400,2289,401,1491,66.18,309.8,63.5,212.96,Gujarat,1175,167.27,21,717
2019-05-31,2019,5,4583,652.44,6.19,400,2289,401,1491,66.18,309.8,63.5,212.96,Rajasthan,357,50.82,9,733
2019-05-31,2019,5,4583,652.44,6.19,400,2289,401,1491,66.18,309.8,63.5,212.96,West Bengal,664,94.53,8,813
2019-05-31,2019,5,4583,652.44,6.19,400,2289,401,1491,66.18,309.8,63.5,212.96,Punjab,837,119.16,22,734
2019-05-31,2019,5,4583,652.44,6.19,400,2289,401,1491,66.18,309.8,63.5,212.96,Kerala,100,14.24,23,780
2019-05-31,2019,5,4583,652.44,6.19,400,2289,401,1491,66.18,309.8,63.5,212.96,Uttar Pradesh,92,13.1,8,822
2019-06-30,2019,6,4635,733.15,6.56,181,1768,1087,1597,25.05,294.98,188.2,224.92,Maharashtra,48,7.59,7,777
2019-06-30,2019,6,4635,733.15,6.56,181,1768,1087,1597,25.05,294.98,188.2,224.92,Delhi,11,1.74,11,779
2019-06-30,2019,6,4635,733.15,6.56,181,1768,1087,1597,25.05,294.98,188.2,224.92,Karnataka,494,78.14,22,751
2019-06-30,2019,6,4635,733.15,6.56,181,1768,1087,1597,25.05,294.98,188.2,224.92,Tamil Nadu,449,71.02,7,754
2019-06-30,2019,6,4635,733.15,6.56,181,1768,1087,1597,25.05,294.98,188.2,224.92,Gujarat,380,60.11,14,731
2019-06-30,2019,6,4635,733.15,6.56,181,1768,1087,1597,25.05,294.98,188.2,224.92,Rajasthan,127,20.09,11,744
2019-06-30,2019,6,4635,733.15,6.56,181,1768,1087,1597,25.05,294.98,188.2,224.92,West Bengal,238,37.65,13,826
2019-06-30,2019,6,4635,733.15,6.56,181,1768,1087,1597,25.05,294.98,188.2,224.92,Punjab,434,68.65,21,755
2019-06-30,2019,6,4635,733.15,6.56,181,1768,1087,1597,25.05,294.98,188.2,224.92,Kerala,330,52.2,15,795
2019-06-30,2019,6,4635,733.15,6.56,181,1768,1087,1597,25.05,294.98,188.2,224.92,Uttar Pradesh,2119,335.18,11,833
2019-07-31,2019,7,4668,719.5600000000001,5.65,833,370,2127,1335,119.32,60.04,339.87,200.33,Maharashtra,550,84.78,7,784
2019-07-31,2019,7,4668,719.5600000000001,5.65,833,370,2127,1335,119.32,60.04,339.87,200.33,Delhi,334,51.49,10,789
2019-07-31,2019,7,4668,719.5600000000001,5.65,833,370,2127,1335,119.32,60.04,339.87,200.33,Karnataka,1021,157.38,6,757
2019-07-31,2019,7,4668,719.5600000000001,5.65,833,370,2127,1335,119.32,60.04,339.87,200.33,Tamil Nadu,634,97.73,16,770
2019-07-31,2019,7,4668,719.5600000000001,5.65,833,370,2127,1335,119.32,60.04,339.87,200.33,Gujarat,41,6.32,6,737
2019-07-31,2019,7,4668,719.5600000000001,5.65,833,370,2127,1335,119.32,60.04,339.87,200.33,Rajasthan,585,90.18,10,754
2019-07-31,2019,7,4668,719.5600000000001,5.65,833,370,2127,1335,119.32,60.04,339.87,200.33,West Bengal,181,27.9,21,847
2019-07-31,2019,7,4668,719.5600000000001,5.65,833,370,2127,1335,119.32,60.04,339.87,200.33,Punjab,514,79.23,7,762
2019-07-31,2019,7,4668,719.5600000000001,5.65,833,370,2127,1335,119.32,60.04,339.87,200.33,Kerala,653,100.66,6,801
2019-07-31,2019,7,4668,719.5600000000001,5.65,833,370,2127,1335,119.32,60.04,339.87,200.33,Uttar Pradesh,150,23.12,24,857
2019-08-31,2019,8,4610,715.92,5.83,3068,187,1136,217,481.04,25.21,173.26,36.41,Maharashtra,131,20.34,24,808
2019-08-31,2019,8,4610,715.92,5.83,3068,187,1136,217,481.04,25.21,173.26,36.41,Delhi,337,52.34,10,799
2019-08-31,2019,8,4610,715.92,5.83,3068,187,1136,217,481.04,25.21,173.26,36.41,Karnataka,489,75.94,22,779
2019-08-31,2019,8,4610,715.92,5.83,3068,187,1136,217,481.04,25.21,173.26,36.41,Tamil Nadu,807,125.32,12,782
2019-08-31,2019,8,4610,715.92,5.83,3068,187,1136,217,481.04,25.21,173.26,36.41,Gujarat,82,12.73,11,748
2019-08-31,2019,8,4610,715.92,5.83,3068,187,1136,217,481.04,25.21,173.26,36.41,Rajasthan,157,24.38,5,759
2019-08-31,2019,8,4610,715.92,5.83,3068,187,1136,217,481.04,25.21,173.26,36.41,West Bengal,50,7.76,20,867
2019-08-31,2019,8,4610,715.92,5.83,3068,187,1136,217,481.04,25.21,173.26,36.41,Punjab,1507,234.03,16,778
2019-08-31,2019,8,4610,715.92,5.83,3068,187,1136,217,481.04,25.21,173.26,36.41,Kerala,806,125.17,10,811
2019-08-31,2019,8,4610,715.92,5.83,3068,187,1136,217,481.04,25.21,173.26,36.41,Uttar Pradesh,239,37.12,24,881
2019-09-30,2019,9,4843,765.87,7.6,1451,1227,1794,368,256.61,193.49,260.63,55.14,Maharashtra,220,34.79,14,822
2019-09-30,2019,9,4843,765.87,7.6,1451,1227,1794,368,256.61,193.49,260.63,55.14,Delhi,767,121.29,18,817
2019-09-30,2019,9,4843,765.87,7.6,1451,1227,1794,368,256.61,193.49,260.63,55.14,Karnataka,209,33.05,10,789
2019-09-30,2019,9,4843,765.87,7.6,1451,1227,1794,368,256.61,193.49,260.63,55.14,Tamil Nadu,1477,233.57,7,789
2019-09-30,2019,9,4843,765.87,7.6,1451,1227,1794,368,256.61,193.49,260.63,55.14,Gujarat,581,91.88,20,768
2019-09-30,2019,9,4843,765.87,7.6,1451,1227,1794,368,256.61,193.49,260.63,55.14,Rajasthan,71,11.23,11,770
2019-09-30,2019,9,4843,765.87,7.6,1451,1227,1794,368,256.61,193.49,260.63,55.14,West Bengal,813,128.57,24,891
2019-09-30,2019,9,4843,765.87,7.6,1451,1227,1794,368,256.61,193.49,260.63,55.14,Punjab,37,5.85,18,796
2019-09-30,2019,9,4843,765.87,7.6,1451,1227,1794,368,256.61,193.49,260.63,55.14,Kerala,518,81.92,13,824
2019-09-30,2019,9,4843,765.87,7.6,1451,1227,1794,368,256.61,193.49,260.63,55.14,Uttar Pradesh,146,23.09,19,900
2019-10-31,2019,10,4831,824.87,6.04,903,323,2825,779,154.52,44.13,489.01,137.21,Maharashtra,625,106.72,19,841
2019-10-31,2019,10,4831,824.87,6.04,903,323,2825,779,154.52,44.13,489.01,137.21,Delhi,872,148.89,8,825
2019-10-31,2019,10,4831,824.87,6.04,903,323,2825,779,154.52,44.13,489.01,137.21,Karnataka,1355,231.36,17,806
2019-10-31,2019,10,4831,824.87,6.04,903,323,2825,779,154.52,44.13,489.01,137.21,Tamil Nadu,179,30.56,16,805
2019-10-31,2019,10,4831,824.87,6.04,903,323,2825,779,154.52,44.13,489.01,137.21,Gujarat,653,111.5,17,785
2019-10-31,2019,10,4831,824.87,6.04,903,323,2825,779,154.52,44.13,489.01,137.21,Rajasthan,476,81.27,18,788
2019-10-31,2019,10,4831,824.87,6.04,903,323,2825,779,154.52,44.13,489.01,137.21,West Bengal,148,25.27,24,915
2019-10-31,2019,10,4831,824.87,6.04,903,323,2825,779,154.52,44.13,489.01,137.21,Punjab,428,73.08,22,818
2019-10-31,2019,10,4831,824.87,6.04,903,323,2825,779,154.52,44.13,489.01,137.21,Kerala,66,11.27,10,834
2019-10-31,2019,10,4831,824.87,6.04,903,323,2825,779,154.52,44.13,489.01,137.21,Uttar Pradesh,24,4.1,15,915
2019-11-30,2019,11,4924,701.16,6.38,343,132,3164,1283,45.59,23.73,420.46,211.38,Maharashtra,447,63.65,9,850
2019-11-30,2019,11,4924,701.16,6.38,343,132,3164,1283,45.59,23.73,420.46,211.38,Delhi,24,3.42,24,849
2019-11-30,2019,11,4924,701.16,6.38,343,132,3164,1283,45.59,23.73,420.46,211.38,Karnataka,270,38.45,7,813
2019-11-30,2019,11,4924,701.16,6.38,343,132,3164,1283,45.59,23.73,420.46,211.38,Tamil Nadu,2171,309.14,11,816
2019-11-30,2019,11,4924,701.16,6.38,343,132,3164,1283,45.59,23.73,420.46,211.38,Gujarat,639,90.99,18,803
2019-11-30,2019,11,4924,701.16,6.38,343,132,3164,1283,45.59,23.73,420.46,211.38,Rajasthan,363,51.69,11,799
2019-11-30,2019,11,4924,701.16,6.38,343,132,3164,1283,45.59,23.73,420.46,211.38,West Bengal,139,19.79,9,924
2019-11-30,2019,11,4924,701.16,6.38,343,132,3164,1283,45.59,23.73,420.46,211.38,Punjab,371,52.83,9,827
2019-11-30,2019,11,4924,701.16,6.38,343,132,3164,1283,45.59,23.73,420.46,211.38,Kerala,284,40.44,6,840
2019-11-30,2019,11,4924,701.16,6.38,343,132,3164,1283,45.59,23.73,420.46,211.38,Uttar Pradesh,211,30.05,10,925
2019-12-31,2019,12,4899,844.13,6.62,618,3213,1016,51,87.79,574.46,172.8,9.08,Maharashtra,488,84.09,12,862
2019-12-31,2019,12,4899,844.13,6.62,618,3213,1016,51,87.79,574.46,172.8,9.08,Delhi,84,14.47,7,856
2019-12-31,2019,12,4899,844.13,6.62,618,3213,1016,51,87.79,574.46,172.8,9.08,Karnataka,579,99.77,13,826
2019-12-31,2019,12,4899,844.13,6.62,618,3213,1016,51,87.79,574.46,172.8,9.08,Tamil Nadu,442,76.16,24,840
2019-12-31,2019,12,4899,844.13,6.62,618,3213,1016,51,87.79,574.46,172.8,9.08,Gujarat,1358,233.99,10,813
2019-12-31,2019,12,4899,844.13,6.62,618,3213,1016,51,87.79,574.46,172.8,9.08,Rajasthan,75,12.92,14,813
2019-12-31,2019,12,4899,844.13,6.62,618,3213,1016,51,87.79,574.46,172.8,9.08,West Bengal,489,84.26,14,938
2019-12-31,2019,12,4899,844.13,6.62,618,3213,1016,51,87.79,574.46,172.8,9.08,Punjab,118,20.33,17,844
2019-12-31,2019,12,4899,844.13,6.62,618,3213,1016,51,87.79,574.46,172.8,9.08,Kerala,286,49.28,21,861
2019-12-31,2019,12,4899,844.13,6.62,618,3213,1016,51,87.79,574.46,172.8,9.08,Uttar Pradesh,976,168.17,13,938
2020-01-31,2020,1,4894,805.55,5.63,2844,1644,79,325,502.01,234.52,13.36,55.66,Maharashtra,265,43.62,15,877
2020-01-31,2020,1,4894,805.55,5.63,2844,1644,79,325,502.01,234.52,13.36,55.66,Delhi,114,18.76,5,861
2020-01-31,2020,1,4894,805.55,5.63,2844,1644,79,325,502.01,234.52,13.36,55.66,Karnataka,977,160.81,17,843
2020-01-31,2020,1,4894,805.55,5.63,2844,1644,79,325,502.01,234.52,13.36,55.66,Tamil Nadu,265,43.62,23,863
2020-01-31,2020,1,4894,805.55,5.63,2844,1644,79,325,502.01,234.52,13.36,55.66,Gujarat,950,156.37,7,820
2020-01-31,2020,1,4894,805.55,5.63,2844,1644,79,325,502.01,234.52,13.36,55.66,Rajasthan,49,8.07,21,834
2020-01-31,2020,1,4894,805.55,5.63,2844,1644,79,325,502.01,234.52,13.36,55.66,West Bengal,1972,324.59,9,947
2020-01-31,2020,1,4894,805.55,5.63,2844,1644,79,325,502.01,234.52,13.36,55.66,Punjab,259,42.63,24,868
2020-01-31,2020,1,4894,805.55,5.63,2844,1644,79,325,502.01,234.52,13.36,55.66,Kerala,21,3.46,12,873
2020-01-31,2020,1,4894,805.55,5.63,2844,1644,79,325,502.01,234.52,13.36,55.66,Uttar Pradesh,17,2.8,18,956
2020-02-29,2020,2,5198,766.06,6.88,643,779,1170,2604,85.8,117.8,156.93,405.53,Maharashtra,930,137.06,22,899
2020-02-29,2020,2,5198,766.06,6.88,643,779,1170,2604,85.8,117.8,156.93,405.53,Delhi,619,91.23,14,875
2020-02-29,2020,2,5198,766.06,6.88,643,779,1170,2604,85.8,117.8,156.93,405.53,Karnataka,105,15.47,8,851
2020-02-29,2020,2,5198,766.06,6.88,643,779,1170,2604,85.8,117.8,156.93,405.53,Tamil Nadu,1514,223.13,16,879
2020-02-29,2020,2,5198,766.06,6.88,643,779,1170,2604,85.8,117.8,156.93,405.53,Gujarat,446,65.73,12,832
2020-02-29,2020,2,5198,766.06,6.88,643,779,1170,2604,85.8,117.8,156.93,405.53,Rajasthan,4,0.59,6,840
2020-02-29,2020,2,5198,766.06,6.88,643,779,1170,2604,85.8,117.8,156.93,405.53,West Bengal,119,17.54,17,964
2020-02-29,2020,2,5198,766.06,6.88,643,779,1170,2604,85.8,117.8,156.93,405.53,Punjab,122,17.98,20,888
2020-02-29,2020,2,5198,766.06,6.88,643,779,1170,2604,85.8,117.8,156.93,405.53,Kerala,29,4.27,6,879
2020-02-29,2020,2,5198,766.06,6.88,643,779,1170,2604,85.8,117.8,156.93,405.53,Uttar Pradesh,1305,192.33,15,971
2020-03-31,2020,3,4924,773.71,6.99,1968,215,1017,1722,294.08,29.71,146.13,303.79,Maharashtra,4,0.63,18,917
2020-03-31,2020,3,4924,773.71,6.99,1968,215,1017,1722,294.08,29.71,146.13,303.79,Delhi,1637,257.22,12,887
2020-03-31,2020,3,4924,773.71,6.99,1968,215,1017,1722,294.08,29.71,146.13,303.79,Karnataka,373,58.61,18,869
